Id,Text,Sentiment,% of sentiment,Senti_rate
20830,@rkuuleiq Fear is best/beast product of God/s. :) #aTheism #theism #biBle #christianity #hell #heaven #purgatory #psychology,fear,0.37,1
10676,"Nurse practitioner: 'you look pretty bad. No offense of course.' \n\nThank you, that really added that spark of positivity I needed",anger,0.444,0
10650,doing some testing with my current earth burst,anger,0.375,0
30281,"@alyankovic I really wish I could attend the show at RCMH. I'm there in spirit, cheering you and the dudes on!",joy,0.577,3
20690,"my school photo is honestly horrid, i look so",fear,0.438,1
20263,"@ChickOfBeauty No! By Y'all I mean rioting, fire starting, business burning, looting ASSHOLES! That create",fear,0.646,1
30116,@RobRiggle @joelmchale @NFLonFOX I still can't get jimmy garoppolo out of my head and it's been almost 3 weeks. Thanks a lot!,joy,0.729,3
20386,My roommate turns the sink off with her foot to avoid germs and a guy says 'YOUR roommate is feet girl?! I'm so sorry' plz help,fear,0.583,1
20853,@stevie7t Why does talksport sound like it's being broadcasted from someone's basement #quality,fear,0.354,1
10723,Keep in mind. We're all weak. Don't insult people just because they're,anger,0.333,0
10102,@oscar_perria a multimillionaire spoiled brat who gets In a self righteous huff bc his friend is Muslim is a non starter,anger,0.708,0
30452,*ZETH voice*: Hit The Target \n (holds up upside down cheering,joy,0.462,3
10181,I got fever highs\nI got boiling,anger,0.646,0
30002,Been waiting all week for this game â¤ï¸â¤ï¸â¤ï¸ #cheer #friday,joy,0.94,3
30470,@thetwattickla @NottRihanna lol no it's sparkling,joy,0.458,3
30490,The neighbor dancing in the Clayton Homes commercial is,joy,0.438,3
20142,A Lysol can got stuck in spray position and we're all slowly suffocating from the trash can that smells like a Febreeze factory.,fear,0.729,1
10282,and apparently he's supposed to have a Scottish accent??? I'm,anger,0.562,0
10767,@CharlotteBnntt that's the joke. I know it's,anger,0.222,0
30382,Thinking about trying some comedy on youtube. Always been fond of it. Time to nut up. #comedy #maybeoneday #hopefullyfunny,joy,0.5,3
20353,not only was that the worst @EGX that's I've attended but worth one of the worst cons I've been to in the last 5 years,fear,0.583,1
30347,"@yoursecretsub1 Trust me dear, if you want to make anything invisible, hang a wet paint on it, and hilarity will",joy,0.521,3
40017,It's a gloomy ass,sadness,0.888,2
20723,STAY JADED everyone is,fear,0.417,1
10713,Heading home to cut grass in the heat. All I wanna do is go out to eat somewhere air conditioned.,anger,0.354,0
20131,@AldiToHarrods I'm still too nervous to try it. I need to man up and give it,fear,0.75,1
20479,#BB18 Michelle crying again #shocking #bitter He's just not that into you,fear,0.521,1
10305,@serendipity127_ @zombiecalorie @Angel_Eyes66 I'm sensing a theme here tho lol,anger,0.542,0
10024,"@LeKingCoq @MistaAggy @GiovanniiDC The way my blood is boiling, little",anger,0.792,0
30379,@ardit_haliti I'm so gutted. I loved her cheery,joy,0.5,3
40577,Regret for the things we did can be tempered by time; it is regret for the things we did not do that is inconsolable. - Sydney J.,sadness,0.354,2
20817,Why is it when you nap during the day you are so comfortable but sleeping at night you'll never be as,fear,0.375,1
10609,I've been wanting salty fries from McDonald's since yesterday and I'm burning my fingers eating them bc these shits,anger,0.396,0
40528,@VosachResrus ^'ll just #wobble carry you,sadness,0.396,2
40134,It's sad when your man leaves work a little bit late and your worst fear is 'Oh no!! Did he get stopped by the police?!?! ' #sad,sadness,0.688,2
20300,@BigBossPeltonen \nLikewise #death,fear,0.625,1
20441,"When you wake up, scroll through social media, and another father was taken from his child #everyday",fear,0.542,1
40245,@NewYorker @donlemon Trump presidency-a dark age for the USA and the world. He would most definitely take us to war. Short &amp; Long term,sadness,0.604,2
10339,@Thebeast_ufc what happened to the suicide tweet it was a joke obviously how could that offend,anger,0.542,0
10566,@DeltaDomain @SawDraze @qurions dis dat nigga from fume,anger,0.417,0
40371,Don't wanna go to work but I want the,sadness,0.5,2
20185,@dc_mma @ChampionsFight think shes afraid to fight Holly. One can only imagine what goes through her head when she thinks of,fear,0.688,1
20268,@rsdeepsea @BreitbartNews If 3 people are in a country of 300 million - you are going to RUIN the whole country over 3,fear,0.646,1
20656,Thank god the feds did not raise rates. Assume they are nervous about a world where 990 is the new employee form &amp; the safety net is,fear,0.45,1
40596,Some #people already talks about #Halloween \nYou'll get some #dark #music to go with it\n#gothic #bloody,sadness,0.333,2
30411,it was both lively &amp; lovely @crumblepie15 @buryprofs @DittoBistro,joy,0.48,3
30346,Watch this amazing live.ly broadcast by @paulzimmer,joy,0.521,3
20509,i've been rooting for him since the beginning #anxiety,fear,0.521,1
10791,ESPN just assumed I wanted their free,anger,0.271,0
20767,I hate Bakewell tart â€¦ anything that tastes of almond essence is just horrid!,fear,0.396,1
30769,@govph I would like to know about the source of The President's optimism about running the country. I wonder if he can answer my,joy,0.18,3
20695,@BBCPolitics @BBCNews I'd rather leave my child with,fear,0.438,1
30439,Watch this amazing live.ly broadcast by @matt.boss #lively,joy,0.479,3
21064,bout to read this article 'Moving the Conversation Forward: Homosexuality &amp; Christianity' from someone in the foursquare,fear,0.224,1
20852,Now ...what to do for the next hour while waiting for #OurGirl to start @BBCOne,fear,0.354,1
10399,@luxbet Did you even give out any pizzas ? Serious fail #hungry,anger,0.4,0
40353,"Everything is far away because time is short, no rest for the",sadness,0.521,2
20979,Lady gaga fucking followed i have been waiting for this day for ages it fucking happened im shaking thank you so much @ladygaga,fear,0.275,1
40070,@lebara - worst possible decision I could have made when arriving in the UK. Shocking service. Poor coverage.,sadness,0.771,2
10124,..... wakes up and says 'have you tried changing her nappy?' ðŸ˜¡ðŸ‘ŠðŸ¼,anger,0.688,0
40501,@raylewis name change Uncle Remus Lewis #foh #theydontlikeyoueither,sadness,0.414,2
30424,Watch this amazing live.ly broadcast by @thebrandonrobert,joy,0.48,3
30350,Gotta hit up breezy every day to make sure he's breaking in my boots. First class friend right,joy,0.521,3
20614,"@RealMichaelKay Annoys me to about the Ortiz tribute too, how would the Oriole fans and organization feel if Yanks did that to them?",fear,0.458,1
20026,Breaking out in hives for the first time since college finals. #anxiety,fear,0.88,1
10226,Just paid for chicken at @panerabread and didn't even get any ðŸ˜‘ðŸ˜‘ðŸ˜‘ there goes 4 dollars and me as a,anger,0.604,0
40156,Mixed emotions. #sadness #anxietymaybe #missingfriends #growingupsucks #lostfriends #wheresthetruefriends,sadness,0.667,2
10193,@winksahoy we about to get shit on by the wrath of winter out of,anger,0.625,0
10317,@jwolfie_ why you gotta use the dark skin emoji,anger,0.525,0
10354,"@mdivincenzo9 he's stupid, I hate him",anger,0.521,0
10355,@PuseLepuru it's the irritation of not having found the,anger,0.5,0
30700,One time I saw Rachel from glee tell someone their job was on a pole and I said that in 5th grade to a boy and he look,joy,0.271,3
10734,Anger is cheap and politeness is expensive. Don't expect everybody to be polite. #ThoughtfulThursday,anger,0.333,0
40328,i got his bitch,sadness,0.542,2
40090,Baaarissshhhhh + sad song = prefect night â€” feeling,sadness,0.729,2
21135,@bothsocial Thanks for the follow! Hope youâ€™re having a terrific,fear,0.108,1
20296,@GuardianAus @Paul_Karp Maybe 49% support no #Muslim immigration cos they perceive the risk of #Islamist ideology &amp; #terrorism as too,fear,0.625,1
30298,Watch this amazing live.ly broadcast by @hannah..mccloud #lively,joy,0.562,3
30113,@Matalan when the lady in Xmas dept answers your call as 'hello mrs Xmas' yep true story #winning #Xmas #cheer #goodcustomerservice â¤,joy,0.74,3
40326,"What's good is that we already hit rock bottom, even though I'm about two more seasons away from new depths of despair. #playoffs?",sadness,0.542,2
10348,@KimLy,anger,0.521,0
30748,Who actually chooses to drink sparkling water,joy,0.208,3
20945,oh yay old scientist builds himself a robot assistant and makes it look like a hot naked woman nothing alarming,fear,0.3,1
30049,"Wishing a very Happy Birthday to our awesome dancer, Ruthann!!! We hope your day is magical! #bday",joy,0.833,3
40128,"Americans as a whole are, for the most part, feeling borderline despair at the very least. Looking at a situation out of",sadness,0.688,2
20729,@Lillie_Billy don't worry me and my mans @JJB1Owens gave him a piece of our,fear,0.417,1
10346,Recommended reading: Prisoners of Hate by Aaron Beck,anger,0.521,0
30780,People always tell me that they don't expect me to have anxiety because I'm generally cheerful and don't act the way they expect me,joy,0.16,3
21105,So is texting a guy 'I'm ready for sex now' considered,fear,0.167,1
20808,How had Matty Dawson not scored there!!!!!,fear,0.375,1
20442,can't believe Mint fest is two days away and i hate my outfit ðŸ˜©ðŸ˜©ðŸ™ˆ,fear,0.542,1
30154,@Olajide_Shutti lmaoo. It will be a joyful,joy,0.688,3
10487,Like I can't do 12 hours worth of standing or calorie burning in 3 hours ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­,anger,0.458,0
10204,Forever angry that gh ruined Molly and morgan's bond/friendship,anger,0.625,0
21099,#GetSmartWithARQ is a smart way to start investing and #whiteicenetwork is smart source 2 #start #skilled #manpower #recruitment for ur,fear,0.169,1
20100,And it pisses me off more they killed people who surrendered. Hands up and all. If hands visible you shouldn't be fearing for your,fear,0.792,1
30563,@zinabukvic_ cheer,joy,0.38,3
20906,Drop every,fear,0.333,1
20411,@rsiereilly my heart did the,fear,0.562,1
40228,Some moving clips on youtube tonight of the vigil held at Tulsa Metropolitan Baptist church for #TerenceCruther #justice #anger,sadness,0.604,2
20835,How had Matty Dawson not scored,fear,0.354,1
10595,@TheDTSB @trubble1127 @nflnetwork I agree but our offense was ass after the second half td score on the first,anger,0.417,0
20315,Accrington Stanley? Who are they? Exactly. Things looking dire for West Ham despite the win. What's changed since March?,fear,0.619,1
40642,7 pax enjoyed the #gloom @Clayorangecrush,sadness,0.312,2
20920,@KateyKeegan now I'm really excited for November! Hope they're not all horrid chavs though,fear,0.312,1
40584,"@_noTORIEty lol senior year we would get early dismal for work study ,he was her boss and you know what happened next",sadness,0.354,2
40023,This the most depressing shit,sadness,0.861,2
20782,"Was going to get a new #horror movie #tattoo tonight, but my artist flaked out on me for the 3rd time &amp; said he was done",fear,0.396,1
40316,"When you saw a t-shirt with the phrase 'My mind is a dangerous place to be' and you would like to buy, but in Italy don't sell it.",sadness,0.542,2
10097,@FitnessFirstAU something needs to be done about people hogging machines - nobody can use 3 machines at one time! #notfair,anger,0.708,0
10746,"@MHChat sadness with resentment is the past, sadness with fear is the future. try to live in the now",anger,0.172,0
20433,If the future doesn't fill you with existential dread are you even a real,fear,0.562,1
30287,@kymwhitley hello Miss Lady I'm sure today brings you happiness and laughter use your voice also to make us laugh god knows we need,joy,0.562,3
30398,Watch this amazing live.ly broadcast by @hannah..mccloud,joy,0.5,3
20798,@danielleelowell awe man I'm mad I'm sitting here already cutting tulle and ribbon already,fear,0.375,1
30384,Watch this amazing live.ly broadcast by @brooke_bridges #lively,joy,0.5,3
30263,Peter is aesthetically pleasing to look,joy,0.583,3
30588,"The point of living, and being an optimist, is to be foolish enough to believe the best is yet to come' - Peter Ustinov #optimism",joy,0.36,3
40476,NL's top bureaucrat is a director of a group formed to oppose NL's top megaproject. #nlpoli - never,sadness,0.417,2
30162,.@Travelanswerman: When U ride on a pile of salt life is extra sweet! Always salty always savory! #surfing #aloha #smiling,joy,0.68,3
40641,@WriterlyTweets Supine on the pianoâ€”lips parted. #sixwordstory #amwriting #blues,sadness,0.312,2
40517,@jenhasonen it is supposed to be #dark and #gritty,sadness,0.396,2
10047,Still can't log into my fucking Snapchat,anger,0.771,0
10161,"@Slippus @PureGym yeah I received a fine today which I am furious about, currently appealing it after being a member for so",anger,0.646,0
10733,@jamiesonhelen @MarianKeyes all three of my agin's on the pout,anger,0.296,0
20044,#AnthonyWeiner #DISTRACTION #what is really going on? #selection #election #Syria #terrorism #race #riots #GasCrisis2016 #NoDAPL,fear,0.854,1
10585,"@donna_bellav @SoniaRayS @gig_aholic He looks especially lovely. Sadly, I do not *removes potentially indignant Mr D from",anger,0.417,0
30663,HMS Pinafore' time.\n\nI need some,joy,0.312,3
40142,The underground at Waterloo is not a nice place to be at 8.30am on a Thursday #somanypeople,sadness,0.688,2
10672,@wcsportscamp I lol'ed. Privileged exasperation should be bottled and,anger,0.375,0
30312,@bradshawjp Sweet!,joy,0.56,3
10291,#Anger or #wrath is an intense emotional,anger,0.562,0
10698,I need a ðŸ±sushi dateðŸ™ @AnzalduaG ðŸan olive guarded dateðŸ§€ @lexiereid369 and a ðŸ‘ŠðŸ¼Rockys dateðŸ•,anger,0.354,0
10034,@bringyouhome2 I'm about to fly into a fit of rage it's not,anger,0.792,0
20691,honestly all my friends do bnc i mean it and i am feeling #terrible,fear,0.438,1
30557,@footballmcd agreed. Memphis looks lively,joy,0.395,3
40644,"@Cigna bows out for the moment. Rather than sulk, I'm going to @UCSF for an opinion from the guys studying #Oligodendroglioma. âœŒï¸&amp; â¤ï¸ &amp;",sadness,0.312,2
10480,"I don't mean to offend anyone, but 93.7 literally blames everything on white people. In some cases it's true, but a lot of times, it's",anger,0.458,0
10257,OOOOOOOOH MY GOD UUUUGGGGHHHHHHHHH,anger,0.583,0
10461,"@ChronAVT ummm, the blog says 'with Simon Stehr faking 7th'...I'll expect an investigation forthwith. This is",anger,0.479,0
10459,@MetPoliceFC is it true none of your players are cops? Do they drink chilled bitter? Are your players Walter Mitty types?,anger,0.479,0
10608,@RiotzXVl papercuts sting and stub ur toe last for like 10,anger,0.396,0
40265,she's always so insensitive whenever i grieve,sadness,0.583,2
10638,When you burst out crying alone and u realize that no one truly knows how unhappy you really are because you don't want anyone to,anger,0.396,0
40259,"Had to give up on The Blue Guitar, couldn't stand main character. Sort of skim-read to the end which got grim and unsettling . . .",sadness,0.583,2
20834,Don't let the behavior of others destroy ur inner peace.' -Dalai Lama @OWNTV #healing #depression #anxiety #intuition #meditation,fear,0.36,1
30472,@rosyIipH glee glee glee glee gLEE GLEE i LOST LOST LOST lowe,joy,0.458,3
30705,"@Spotted_H0rse I'm spry,",joy,0.26,3
30516,@melsey6 oh good girl hope she is,joy,0.417,3
10075,How the fu*k! Who the heck! moved my fridge!... should I knock the landlord door. #mad,anger,0.729,0
21018,My goals are so big they scare small,fear,0.25,1
30396,Omg. You've got to watch the new series 'This is Us'.....wow. Best tv show I've seen in a long time.\n #tears,joy,0.5,3
20417,He: u r beautiful\nShe:i hve a bf\n\nSame as \n\n#India :u guys r #terrorist\n#Pak:we have #nuclear #missiles.\n\n#IndianArmy,fear,0.562,1
10340,@paulkrugman relentless echo chamber - negative comments with lots of reverb. Typical bully,anger,0.542,0
10418,@AgentTinsley I believe that's what you call the fury of the,anger,0.5,0
10424,the bee sting still suck i feel,anger,0.479,0
40181,Having holiday blues!,sadness,0.661,2
10351,@TillTheEndMMVI I accidetly dumped boiling water my myself,anger,0.521,0
10768,Leveled at the half. Much better offense expected in the second,anger,0.182,0
30429,Panda eyed jaunty after watching jaws until,joy,0.48,3
40548,Contactless affliction kart are the needs must regarding the psychological moment!:,sadness,0.375,2
20110,hi my names anxiety and i have,fear,0.776,1
30438,@AQpk which was worse than expected and hilarious too. no one will even,joy,0.479,3
10179,@VodafoneUKhelp @VodafoneUK wow!! My bill is Â£44.77 and hav a text from u to prove that and you have taken Â£148!!!!! #swines,anger,0.646,0
20850,@UndeadLayne @Lauren_Southern all the,fear,0.354,1
40717,"All clouded out.\n\n Considering using a camera, 1) star trails 2) eyepiece",sadness,0.25,2
10010,im so mad about power rangers. im incensed. im,anger,0.667,0
20923,"@Just_Alasia I agree. Btw, have u seen Ep22, Granger, O? That was the episode when I knew Anna was coming back, the conversation at",fear,0.312,1
10724,@TDsNation i watch all your videos but i like madden,anger,0.333,0
30115,"Good night, Twitter world! Wish you all good sleep / productive jovial days!",joy,0.731,3
20398,While we focus on issue of #IPCA @IHFOKids Indulges in #intimidation @BringRoshniHome @ChildrensIssues @MEAIndia @MinistryWCD,fear,0.562,1
10539,@vladfucker69 i look,anger,0.472,0
10522,Since the 'update' my @iPhone loses power nearly 40%,anger,0.438,0
40615,@KurakkuSora he is.\nSure his mind was clouded,sadness,0.333,2
10554,Some moving clips on youtube tonight of the vigil held at Tulsa Metropolitan Baptist church for #TerenceCruther #justice,anger,0.438,0
10654,"â€œDo not fret if you are not cool! Humans who follow me, become instantly cool!â€",anger,0.375,0
20964,This maybe a new start but it will always be align with the end. #start,fear,0.292,1
20042,@danisnotonfire you made me cry and shake to the point where my parents had to calm me down and give me calming,fear,0.86,1
10411,@JasonMillerinDC @realDonaldTrump Prudence suggests that a 8+% bump over 2-3 weeks should be viewed with SKEPTICISM. Media/HRC,anger,0.5,0
30745,Early morning cheerfulness can be extremely obnoxious,joy,0.212,3
30771,@__Dayo yall dont feel bad.. you are rejoicing... it is what itnis... its always #ColtsNation even when we have 6th string DBs playing,joy,0.18,3
30218,Why have I only just started watching glee this week I am now addicted ðŸ™„ #glee,joy,0.625,3
10067,Once again the only thing on my feed is naay raging about something and my brother filling in all the,anger,0.75,0
10492,the teams that face Barca and Bayern after a defeat are the ones who face the,anger,0.458,0
40069,Never ever been this unhappy before in my life,sadness,0.771,2
30526,"The point of living, and being an optimist, is to be foolish enough to believe the best is yet to come' - Peter Ustinov",joy,0.407,3
20685,"In my room 101 would go Russell Howard,Tom Odell,Michael Buble!!! #pants #nogood",fear,0.438,1
10350,#disgracefulesin I resent all men in some way; for some or no reason at all.,anger,0.521,0
10114,@VerizonSupport thanks for saying My wife and I were getting our iphones today and then losing both of them with no ETA #thanks,anger,0.688,0
10553,"@BonesARP 'That is a disappointment.'\n\nHe fakes a pout, then starts to",anger,0.438,0
20639,@andrewspoooner wouldn't cross the street to piss on its server if it was on,fear,0.458,1
21007,What's the most important thing you need to accomplish today? #onlinemarketing #solopreneur #start up,fear,0.271,1
20015,I am beyond mad that I lost track of a brown spider in my brown carpet. Where did you go? ðŸ•· will be sneaking up on,fear,0.917,1
40490,Higginbotham's flippant dismissal of any worries around Carrick's lack of pace is dismal. Against nimble midfielders Carrick will be,sadness,0.417,2
40571,@patthemanager how could I work with @chancetherapper . ?,sadness,0.354,2
10357,@girlsreallyrule Both Trump + King are relentless self-promoters who don't give a rip about anyone else. A perfect match for both,anger,0.521,0
30649,Method into thin out assault corridor thine liveliness:,joy,0.32,3
10588,"@Daniel_Sankey @hayleyp79 Haha.... Actually, after the Doggies I'm barracking for Anyone But",anger,0.417,0
10304,.@RepDelBene: 'Today's proceedings and the entire process is an insult to our,anger,0.593,0
30751,"Hey @AppleSupport, would be nice to have â€œclick to pauseâ€ or â€œpause when window inactiveâ€ on animated GIFs for macOS Messages",joy,0.208,3
20175,"Avoiding #fears only makes them scarier. Whatever your #fear, if you face it, it should start to fade.",fear,0.705,1
40271,My friends tell me I'm pretty. Trigger tells my I'm ugly. I first was confused but then realised I'm both. Pretty ugly. #tru,sadness,0.583,2
10743,This all resent #India #Pakistan problem is save,anger,0.312,0
20856,@BBHOH #terrible Paul so deserved that win!!!,fear,0.354,1
10508,matt and i just did a psychological study on provocation in abusive,anger,0.458,0
10143,testing,anger,0.667,0
20125,The focal points of war lie in #terrorism and the #UN needs to address,fear,0.75,1
20956,@OC_Transpo some weeks there are no problems but this week is unbelievable -- are you guys even running regular 12 buses?,fear,0.292,1
30420,@Corsair those sparkling looks like a gay vampire,joy,0.48,3
40122,@GCC_DiscGolf lost my xt nova around hole 8 or 9,sadness,0.708,2
30332,Watch this amazing live.ly broadcast by @maisiev #lively,joy,0.542,3
30385,#LMFAO @MSNBC 's #racepimp Tamron Hall used the words 'fscts' and 'MSNBC' in the same sentence #hilarity #libtard #biasedmedia,joy,0.5,3
40716,"Sometimes I can't believe I've made it this far.169 days!! I threw out my demons n got #sober #clean, n started #recovery.#Sobriety is",sadness,0.25,2
20846,"thank you for your concern, computer, but my last name isn't misspelled, it's just",fear,0.354,1
21080,"I have learned over the years that when one's mind is made up, this diminishes fear. â€“Rosa Parks #quotes",fear,0.188,1
10610,Love how Megan is raging about this Kendall Jenner photo and I'm sat here like,anger,0.396,0
20803,"The radio just told me Lady GaGa is going country, which is like if the Beatles decided to do opera singing for their final albums",fear,0.375,1
10621,People often grudge others what they cannot enjoy,anger,0.396,0
10141,There's this Bpharm4 guy Eish that guy brings anger into my life. When I see him nje like darkness fills me @RamatsobaneM will,anger,0.667,0
40724,Anyway I'm in a car with a furious white men and I have a really funny story to tell when I'm sober,sadness,0.229,2
30012,ðŸ’¥âš–ï¸Yeahâ€¼ï¸ PAULâ€¼ï¸âš–ï¸ðŸ’¥ #glorious,joy,0.917,3
40513,@DrSRSheikh: And who asked you to gate crash with your dumb idiosyncrasies when sober people are analyzing a situation!\n@BanoBee,sadness,0.396,2
30229,Go follow me on Musically @budderlordk1ng I am making a lively. Come and join BFFing and Following ;) See you,joy,0.62,3
20679,"@Max_Kellerman it also helps that the majority of NFL coaching is inept. Some of Bill O'Brien's play calling was wow, #awful!",fear,0.438,1
40158,Making that yearly transition from excited and hopeful college returner to sick and exhausted pessimist.,sadness,0.667,2
40047,"Oh, I should just 'get over' my #depression and 'be happy?' Don't you think I've tried that thousands of times already? You're not",sadness,0.812,2
20521,@saltmage I find it less daunting if I know one person at,fear,0.521,1
20330,We're all in D. T. (Discipleship training or detox) for something. #messy #fearful #cutoff #choosefreedom,fear,0.604,1
30804,"Sometimes I watch shitty tv to reinforce never giving up cuz if something is that fucking awful on tv, I still stand a chance.",joy,0.104,3
10493,I just don't understand why everyone is so #angry we all just want to live and thrive don't,anger,0.458,0
30170,"@mediacrooks @thenewshour @LodhiMaleeha @ndtv @IndiaToday This is hilarious ! Not a Freudian slip, eh",joy,0.667,3
30721,@peachkellipop the whole thread is jovial and fun and then this comment is like FULL of,joy,0.245,3
40420,â€œWe can easily #forgive a #child who is #afraid of the #dark; the real #tragedy of #life is when #men are #afraid of the,sadness,0.458,2
30321,mustache_harbor: TiburonChamber plus a hearty pour of #yachtrock by #mustacheharbor,joy,0.55,3
40362,@PurpleReplisol meden is frowning at you with her non existent,sadness,0.521,2
40780,"#FF @ElizaNealsRocks Love &amp; support, always!! Eliza Neals ROCKS!! #blues #music #friends",sadness,0.125,2
40700,@hotelplanner I stayed at a hotel who packed picnic lunches to take on the road!! #BetterTogether @Redlizzy1 @NewfieChic,sadness,0.271,2
40352,"@fitzstockcharts Gundlach calling for rounding top, doom and gloom, 15% down",sadness,0.521,2
40459,As I lost my heart to you there in the dark.. Underneath the stars,sadness,0.438,2
10741,when you find out the initiative isn't even a thing,anger,0.312,0
21022,Step over #fear and rely on,fear,0.25,1
20098,Jimmy Carr makes me want to cry and cry *shiver*,fear,0.792,1
40237,@TalesofanAlfa @David_Milloy \nI like your thinking...but sadly no - that's the shed,sadness,0.604,2
20448,"@AlamRahman today which can impact the signal, I'm afraid :-( Our engineers are working to have this resolved by this evening and",fear,0.542,1
10335,@TzumiXIV huff,anger,0.519,0
20091,She was so posh it frightened me. I'm still,fear,0.81,1
20295,We in our own country are so divided in our approach so how could we fight #terrorism and #pakistani terrorism,fear,0.625,1
20370,Ugh I want to punch a wall every time I have to use @windows 10. Literally the worst product ever made #windows10,fear,0.583,1
40559,I don't want perfect. It's too boring and,sadness,0.36,2
10021,Bes! You don't just tell a true blooded hoopjunkie to switch a f*c@n' team that juz destroyed your own team. You juz don't!,anger,0.891,0
40564,"@DinoHyogi Hakyeon takes all the attention happily, perching on Wonshik's shoulder to sulk when Jaehwan accidentally caused a tiny",sadness,0.354,2
21055,At the end of the day I know that my kids will never worry about me leaving them,fear,0.229,1
21133,Jeans with fake,fear,0.125,1
40473,An hour played and @ASFCofficial have conceded less at West ham than @ManUtd have at northampton. Let that sink,sadness,0.42,2
20122,Well this is flipping great! Flipping standstill on the freeway! #anxiety #stepofftheledge,fear,0.763,1
30535,@TheNotoriousMMA looking like @MIckeyRourkeFP in his,joy,0.4,3
10594,#welfarereform should not be a 'model' for,anger,0.417,0
30358,@BattleSmitten \n\nother begin telling a 'story' he realized that she was making an attempt at cheering him up. It was sweet of her and so,joy,0.521,3
20669,"@JedRivett @CharlesCassidy_ Jus see if you ever do anything you pussy , u don't scare me look who u chill with",fear,0.438,1
30270,#smile is the #respect we give,joy,0.583,3
10603,"What's a Kali's kitten? [She asked, a frown curling on her fair skinned forehead as he showed her the scar] A cat did -",anger,0.417,0
40335,@WestermannNina xDD it's a song that can not be weary,sadness,0.542,2
40323,Ill say it again. If I was a Black man Id be afraid to leave my house or have a moving violation.\n\n #TerranceCrutcher,sadness,0.542,2
30234,In ever use to like smiling until I realized how good my teeth look ... Witout the,joy,0.613,3
10503,"I mean I'm not done watching the pilot, but it's nice to see a group of actors perform without story lines dripping relentless",anger,0.458,0
20523,@Budget car rental you have made realize why I always use @nationalcares!!!! What a !!,fear,0.521,1
40740,the rappers who stayed true to the game is,sadness,0.208,2
20279,Democracy doesn't work\n#mob #mentality #mass #hysteria #fear #mongering,fear,0.644,1
30275,I want the smoky clouds of laughter to swim about you forever,joy,0.58,3
10279,Like hello? I am your first born you must always laugh at my jokes.,anger,0.562,0
40752,Well i did hear once before that girls are attracted to men that look like their dad! ðŸ‘Œ,sadness,0.188,2
30171,Watch this amazing live.ly broadcast by @izzybuzy365,joy,0.667,3
40306,@TxDMV @ArkansasBBB i filled out the report on #baitswitch by @Carvana lets go get them fines levied. #badbusiness #honoryourdeal,sadness,0.542,2
30500,I #rejoice in following your statutes as one rejoices in great riches. -Psalm 119:14,joy,0.434,3
21129,"It's simple I get after two shots of espresso 'Grande, decaf, 130 degrees soy americano with extra foam'",fear,0.125,1
40161,Man Southampton will wipe the floor with west ham on Sunday. So,sadness,0.667,2
30341,My future must be bright,joy,0.536,3
30621,Pinterest one dessert... Next thing you know your pinning how to make 27 different visually pleasing mouth watering never gonna make,joy,0.34,3
40109,one ep of despair arc made me happy but and then i'm going back to future arc and i'm upset,sadness,0.729,2
40741,@thetroche94 @ramiro_cedeno yeah if you want to become obese it is! ðŸ˜… I can afford it so I don't think it's that serious,sadness,0.208,2
40416,Never leave me alone with my credit card. Nope nope,sadness,0.458,2
10011,Wont use using @mothercareuk @Mothercarehelp again!! These guys cant get nothing right!!,anger,0.854,0
10777,ðŸ˜³The intensity that @sydneyswans play at is extraordinary #relentless #AFLCatsSwans #AFLFinals,anger,0.292,0
40164,@DeltaAssist Tried 2 get earlier flt 2day @BWI Turnd away bcuz it was 2 late Then agent let other pas on #silvereliteleftbehind,sadness,0.667,2
21024,"Open to suggestions on a good #horror movie. Just saw 31 and It follows recently, dug both. Gimme something good. #movienight",fear,0.25,1
30820,hate overthinking e v e r y t h i n g like i jus' wanna be happy,joy,0.04,3
10076,I dislike people who get offended by the littlest shit,anger,0.729,0
10460,Brendan Rodgers looks fuming,anger,0.479,0
20982,"@cstonehoops Gonzaga not listed in the article but at 65/1 they have tremendous value, they are top10 team for sure, got everything you",fear,0.271,1
21090,@DemPhillyEagles @StonedPhillyFan @CraigfromCincy don't ever compare those scrubs to ben..he'll shake off your whole DL and throw a td,fear,0.188,1
20049,White Americans are worried about Arab terrorists. Black Americans are fearful of a terrorist in a Police uniform on a daily,fear,0.854,1
40374,"At my funeral, when they close the casket, I want them to play, 'Call recording has completed.'' -@GlenEwing #lost #podcasting",sadness,0.5,2
10280,"the outrage has passed and has been replaced by a mute, fatalistic acceptance of the current situation.",anger,0.562,0
40111,@megalvz literally was gloomy for an,sadness,0.729,2
40449,Positive thoughts on these gloom cloudy,sadness,0.438,2
21067,@hotpatooties more like quickie,fear,0.216,1
10702,i love that tay &amp; tiff are just sitting at my house while i'm at work,anger,0.354,0
40568,Standard Candice starting the show with a pout #startasyoumeantogoon,sadness,0.354,2
40561,@TimewarpArcade @tenpencearcade Do you really have to pedal like a nutter to get anywhere? I remember it being more,sadness,0.355,2
20249,Look at this #massiah of #youngleader\n#Pakistan #massiah of,fear,0.66,1
30045,Had a great time at Skywalkers open gym tonight! Come our every Wednesday from 7-8 in Hillsboro and train with us! #opengym #cheer,joy,0.833,3
30544,@veggiesausage that happens...u will be ok tomorrow cheer it up..Don't give up no no,joy,0.396,3
